Iteration,Cluster,Jaccard,Observed_Subsample_Size,Equivalent_Full_Size
133,1,0.5025041736227045,562,661.3329826407155
133,2,0.8174442190669371,807,949.6365071015256
133,3,1.0,23,27.065228826933193
133,4,1.0,20,23.53498158863756
134,0,0.788235294117647,509,598.9652814308259
134,1,0.5314183123877917,520,611.9095213045766
134,2,0.8388090349075975,825,970.8179905312993
134,3,1.0,28,32.94897422409258
134,4,1.0,19,22.35823250920568
135,0,0.7810858143607706,475,558.955812730142
135,1,0.6422413793103449,433,509.5323513940032
135,2,0.9312749003984063,951,1119.088374539716
135,3,1.0,23,27.065228826933193
135,4,1.0,19,22.35823250920568
136,0,0.6824324324324325,449,528.3603366649132
136,1,0.41654357459379615,628,738.9984218832194
136,2,0.7906976744186046,786,924.9247764334561
136,3,1.0,23,27.065228826933193
136,4,1.0,15,17.65123619147817
137,0,0.7269503546099291,444,522.4765912677539
137,1,0.4438860971524288,525,617.793266701736
137,2,0.8059558117195005,889,1046.1299316149396
137,3,1.0,27,31.772225144660705
137,4,1.0,16,18.827985270910048
138,0,0.8037542662116041,512,602.4955286691215
138,1,0.47420965058236275,561,660.1562335612834
138,2,0.7934893184130214,780,917.8642819568647
138,3,1.0,30,35.30247238295634
138,4,1.0,18,21.181483429773802
139,0,0.6864406779661016,458,538.9510783798002
139,1,0.4516765285996055,404,475.4066280904787
139,2,0.8550046772684752,995,1170.8653340347187
139,3,1.0,25,29.418726985796948
139,4,1.0,19,22.35823250920568
140,0,0.8888888888888888,529,622.5002630194634
140,1,0.6938775510204082,425,500.11835875854814
140,2,0.892354124748491,904,1063.7811678064177
140,3,1.0,28,32.94897422409258
140,4,1.0,15,17.65123619147817
141,0,0.523680649526387,583,686.0447133087848
141,1,0.0,144,169.45186743819042
141,2,0.8278829604130808,1131,1330.903208837454
141,3,1.0,25,29.418726985796948
141,4,1.0,18,21.181483429773802
142,0,0.8500823723228995,574,675.453971593898
142,1,0.5511482254697286,411,483.6438716465018
142,2,0.846307385229541,873,1027.3019463440294
142,3,1.0,26,30.595476065228826
142,4,1.0,17,20.004734350341923
143,0,0.7989949748743719,529,622.5002630194634
143,1,0.5368663594470046,348,409.50867964229354
143,2,0.8973128598848369,982,1155.5675960021042
143,3,1.0,27,31.772225144660705
143,4,1.0,15,17.65123619147817
144,0,0.8458781362007168,487,573.0768016833246
144,1,0.5315161839863713,572,673.1004734350341
144,2,0.805050505050505,799,940.2225144660705
144,3,1.0,26,30.595476065228826
144,4,1.0,17,20.004734350341923
145,0,0.8176795580110497,445,523.6533403471857
145,1,0.6926406926406926,458,538.9510783798002
145,2,0.9297029702970298,956,1124.9721199368753
145,3,1.0,22,25.888479747501314
145,4,1.0,20,23.53498158863756
146,0,0.7927461139896373,502,590.7280378748027
146,1,0.5912698412698413,466,548.3650710152551
146,2,0.891566265060241,894,1052.013677012099
146,3,1.0,22,25.888479747501314
146,4,1.0,17,20.004734350341923
147,0,0.8125,540,635.444502893214
147,1,0.5027522935779817,483,568.3698053655971
147,2,0.8152929493545183,837,984.9389794844818
147,3,1.0,25,29.418726985796948
147,4,1.0,16,18.827985270910048
148,0,0.813588850174216,512,602.4955286691215
148,1,0.4956369982547993,522,614.2630194634403
148,2,0.810379241516966,822,967.2877432930036
148,3,1.0,26,30.595476065228826
148,4,1.0,19,22.35823250920568
149,0,0.8710247349823321,516,607.2025249868491
149,1,0.7469287469287469,384,451.8716465018411
149,2,0.9383084577114428,959,1128.502367175171
149,3,1.0,25,29.418726985796948
149,4,1.0,17,20.004734350341923
150,0,0.8846815834767642,556,654.2724881641241
150,1,0.6098562628336756,449,528.3603366649132
150,2,0.8616161616161616,856,1007.2972119936876
150,3,1.0,24,28.24197790636507
150,4,1.0,16,18.827985270910048
151,0,0.810671256454389,512,602.4955286691215
151,1,0.45990180032733224,566,666.0399789584429
151,2,0.77,779,916.6875328774329
151,3,1.0,27,31.772225144660705
151,4,1.0,17,20.004734350341923
152,0,0.6847014925373134,369,434.220410310363
152,1,0.5313653136531366,496,583.6675433982115
152,2,0.8854166666666666,997,1173.2188321935823
152,3,1.0,24,28.24197790636507
152,4,1.0,15,17.65123619147817
153,0,0.7863397548161121,475,558.955812730142
153,1,0.46507666098807493,544,640.1514992109416
153,2,0.8009852216748768,835,982.5854813256182
153,3,1.0,30,35.30247238295634
153,4,1.0,17,20.004734350341923
154,0,0.7540394973070018,439,516.5928458705945
154,1,0.463855421686747,645,759.0031562335613
154,2,0.7796780684104627,775,911.9805365597055
154,3,1.0,25,29.418726985796948
154,4,1.0,17,20.004734350341923
155,0,0.7518939393939394,403,474.2298790110468
155,1,0.6995614035087719,437,514.2393477117307
155,2,0.953307392996109,1014,1193.223566543924
155,3,1.0,29,34.12572330352446
155,4,1.0,18,21.181483429773802
156,0,0.802405498281787,510,600.1420305102578
156,1,0.4597156398104265,588,691.9284587059442
156,2,0.7606060606060606,760,894.3293003682273
156,3,1.0,25,29.418726985796948
156,4,1.0,18,21.181483429773802
157,0,0.6444099378881988,503,591.9047869542345
157,1,0.31643356643356646,429,504.8253550762756
157,2,0.746772591857001,782,920.2177801157286
157,3,0.15384615384615385,169,198.87059442398737
157,4,1.0,18,21.181483429773802
158,0,0.799660441426146,519,610.7327722251446
158,1,0.5327102803738317,488,574.2535507627565
158,2,0.8489425981873112,851,1001.4134665965281
158,3,1.0,25,29.418726985796948
158,4,1.0,18,21.181483429773802
159,0,0.8087986463620981,524,616.616517622304
159,1,0.5045207956600362,509,598.9652814308259
159,2,0.8241206030150754,825,970.8179905312993
159,3,1.0,27,31.772225144660705
159,4,1.0,16,18.827985270910048
160,0,0.6814946619217082,417,490.7043661230931
160,1,0.5728542914171657,443,521.2998421883219
160,2,0.8297244094488189,876,1030.832193582325
160,3,1.0,27,31.772225144660705
160,4,0.13043478260869565,138,162.39137296159916
161,0,0.8491921005385996,491,577.7837980010521
161,1,0.47492163009404387,620,729.5844292477643
161,2,0.7274529236868187,746,877.8548132561809
161,3,1.0,27,31.772225144660705
161,4,1.0,17,20.004734350341923
162,0,0.8525641025641025,609,716.6401893740136
162,1,0.554,432,508.3556023145713
162,2,0.8383110195674562,818,962.5807469752763
162,3,1.0,26,30.595476065228826
162,4,1.0,16,18.827985270910048
163,0,0.7602739726027398,490,576.6070489216202
163,1,0.4327485380116959,642,755.4729089952657
163,2,0.7350859453993933,730,859.0268279852709
163,3,1.0,25,29.418726985796948
163,4,1.0,14,16.47448711204629
164,0,0.8386023294509152,568,668.3934771173067
164,1,0.5158450704225352,519,610.7327722251446
164,2,0.7868852459016393,768,903.7432930036822
164,3,1.0,26,30.595476065228826
164,4,1.0,20,23.53498158863756
165,0,0.7858472998137802,431,507.1788532351394
165,1,0.6199261992619927,537,631.9142556549185
165,2,0.8738828202581926,894,1052.013677012099
165,3,1.0,23,27.065228826933193
165,4,1.0,16,18.827985270910048
166,0,0.7360861759425493,438,515.4160967911625
166,1,0.4694189602446483,626,736.6449237243556
166,2,0.7991967871485943,796,936.6922672277748
166,3,1.0,26,30.595476065228826
166,4,1.0,15,17.65123619147817
167,0,0.6719022687609075,426,501.29510783798
167,1,0.4287833827893175,610,717.8169384534456
167,2,0.7100103199174407,688,809.603366649132
167,3,0.18238993710691823,159,187.1031036296686
167,4,1.0,18,21.181483429773802
168,0,0.7858407079646018,472,555.4255654918463
168,1,0.6107784431137725,469,551.8953182535507
168,2,0.8793273986152325,917,1079.0789058390321
168,3,1.0,25,29.418726985796948
168,4,1.0,18,21.181483429773802
169,0,0.7161936560934892,481,566.0163072067332
169,1,0.5322283609576427,499,587.1977906365072
169,2,0.8635907723169508,879,1034.3624408206208
169,3,1.0,25,29.418726985796948
169,4,1.0,17,20.004734350341923
170,0,0.8170289855072463,472,555.4255654918463
170,1,0.48787878787878786,637,749.5891635981063
170,2,0.7589013224821973,748,880.2083114150447
170,3,1.0,27,31.772225144660705
170,4,1.0,17,20.004734350341923
171,0,0.8006535947712419,572,673.1004734350341
171,1,0.43485915492957744,482,567.1930562861652
171,2,0.7936191425722832,804,946.1062598632299
171,3,1.0,27,31.772225144660705
171,4,1.0,16,18.827985270910048
172,0,0.8528368794326241,513,603.6722777485534
172,1,0.5531914893617021,388,456.57864281956864
172,2,0.8285984848484849,952,1120.2651236191477
172,3,1.0,30,35.30247238295634
172,4,1.0,18,21.181483429773802
173,0,0.8206521739130435,455,535.4208311415044
173,1,0.5186991869918699,612,720.1704366123093
173,2,0.7904858299595142,787,926.101525512888
173,3,1.0,29,34.12572330352446
173,4,1.0,18,21.181483429773802
174,0,0.8238341968911918,513,603.6722777485534
174,1,0.49498327759197325,558,656.625986322988
174,2,0.7926829268292683,786,924.9247764334561
174,3,1.0,29,34.12572330352446
174,4,1.0,15,17.65123619147817
175,0,0.8514680483592401,521,613.0862703840085
175,1,0.4794069192751236,576,677.8074697527617
175,2,0.7598385469223007,760,894.3293003682273
175,3,1.0,26,30.595476065228826
175,4,1.0,18,21.181483429773802
176,0,0.8022388059701493,437,514.2393477117307
176,1,0.5731292517006803,582,684.8679642293529
176,2,0.8395560040363269,838,986.1157285639136
176,3,1.0,27,31.772225144660705
176,4,1.0,17,20.004734350341923
177,0,0.7537942664418212,504,593.0815360336666
177,1,0.4599659284497445,529,622.5002630194634
177,2,0.8157370517928287,827,973.1714886901631
177,3,1.0,26,30.595476065228826
177,4,1.0,15,17.65123619147817
178,0,0.6429809358752167,407,478.93687532877436
178,1,0.47019867549668876,551,648.3887427669647
178,2,0.8648111332007953,898,1056.7206733298265
178,3,1.0,27,31.772225144660705
178,4,1.0,18,21.181483429773802
179,0,0.8155515370705244,455,535.4208311415044
179,1,0.6506550218340611,440,517.7695949500263
179,2,0.9196865817825661,965,1135.5628616517622
179,3,1.0,22,25.888479747501314
179,4,1.0,19,22.35823250920568
180,0,0.5463917525773195,368,433.0436612309311
180,1,0.57,448,527.1835875854813
180,2,0.8374384236453202,876,1030.832193582325
180,3,1.0,24,28.24197790636507
180,4,0.0,185,217.69857969489743
181,0,0.7960644007155635,459,540.127827459232
181,1,0.659043659043659,470,553.0720673329827
181,2,0.9123505976095617,932,1096.7301420305103
181,3,1.0,23,27.065228826933193
181,4,1.0,17,20.004734350341923
182,0,0.7623089983022071,503,591.9047869542345
182,1,0.4928825622775801,503,591.9047869542345
182,2,0.8425275827482447,851,1001.4134665965281
182,3,1.0,25,29.418726985796948
182,4,1.0,19,22.35823250920568
183,0,0.765993265993266,494,581.3140452393477
183,1,0.5104895104895105,532,626.030510257759
183,2,0.8399592252803262,833,980.2319831667543
183,3,1.0,28,32.94897422409258
183,4,1.0,14,16.47448711204629
184,0,0.6900175131348512,427,502.47185691741186
184,1,0.524074074074074,492,578.9605470804839
184,2,0.8937007874015748,937,1102.6138874276696
184,3,1.0,25,29.418726985796948
184,4,1.0,20,23.53498158863756
185,0,0.7799295774647887,485,570.7233035244608
185,1,0.45234248788368336,555,653.0957390846922
185,2,0.782608695652174,817,961.4039978958442
185,3,1.0,25,29.418726985796948
185,4,1.0,19,22.35823250920568
186,0,0.5222052067381318,453,533.0673329826407
186,1,0.08050847457627118,187,220.05207785376118
186,2,0.8142974527526705,1216,1430.9268805891636
186,3,1.0,27,31.772225144660705
186,4,1.0,18,21.181483429773802
187,0,0.79421768707483,518,609.5560231457127
187,1,0.5372233400402414,433,509.5323513940032
187,2,0.8654223968565815,908,1068.4881641241452
187,3,1.0,26,30.595476065228826
187,4,1.0,16,18.827985270910048
188,0,0.8221476510067114,549,646.035244608101
188,1,0.4922779922779923,449,528.3603366649132
188,2,0.8311944718657454,859,1010.8274592319831
188,3,1.0,24,28.24197790636507
188,4,1.0,20,23.53498158863756
189,0,0.7574750830564784,507,596.611783271962
189,1,0.48134991119005327,509,598.9652814308259
189,2,0.8316633266533067,844,993.176223040505
189,3,1.0,25,29.418726985796948
189,4,1.0,16,18.827985270910048
190,0,0.8691910499139415,544,640.1514992109416
190,1,0.6545893719806763,355,417.74592319831663
190,2,0.8899707887049659,957,1126.1488690163071
190,3,1.0,28,32.94897422409258
190,4,1.0,17,20.004734350341923
191,0,0.8532110091743119,470,553.0720673329827
191,1,0.49240121580547114,648,762.5334034718569
191,2,0.7386934673366834,743,874.3245660178853
191,3,1.0,24,28.24197790636507
191,4,1.0,16,18.827985270910048
192,0,0.8167259786476868,479,563.6628090478696
192,1,0.6440677966101694,352,414.21567596002103
192,2,0.9198473282442748,1025,1206.167806417675
192,3,1.0,27,31.772225144660705
192,4,1.0,18,21.181483429773802
193,0,0.6752577319587629,434,510.70910047343506
193,1,0.4271137026239067,646,760.1799053129931
193,2,0.779128672745694,775,911.9805365597055
193,3,1.0,28,32.94897422409258
193,4,1.0,18,21.181483429773802
194,0,0.6476868327402135,387,455.40189374013676
194,1,0.46357615894039733,561,660.1562335612834
194,2,0.777998017839445,796,936.6922672277748
194,3,0.18309859154929578,142,167.09836927932668
194,4,1.0,15,17.65123619147817
195,0,0.8070796460176991,489,575.4302998421883
195,1,0.4981751824817518,476,560.1325618095739
195,2,0.8227848101265823,892,1049.6601788532353
195,3,1.0,25,29.418726985796948
195,4,1.0,19,22.35823250920568
196,0,0.6924493554327809,384,451.8716465018411
196,1,0.49615975422427033,643,756.6496580746975
196,2,0.8283132530120482,830,976.7017359284587
196,3,1.0,28,32.94897422409258
196,4,1.0,16,18.827985270910048
197,0,0.7993311036789298,533,627.207259337191
197,1,0.43238993710691825,576,677.8074697527617
197,2,0.7535496957403651,749,881.3850604944766
197,3,1.0,27,31.772225144660705
197,4,1.0,16,18.827985270910048
198,0,0.7606112054329371,484,569.546554445029
198,1,0.654627539503386,408,480.1136244082062
198,2,0.9266600594648167,965,1135.5628616517622
198,3,1.0,26,30.595476065228826
198,4,1.0,18,21.181483429773802
199,0,0.5773026315789473,426,501.29510783798
199,1,0.38321167883211676,424,498.94160967911625
199,2,0.7807276302851525,821,966.1109942135718
199,3,0.11848341232227488,211,248.29405576012624
199,4,1.0,19,22.35823250920568
200,0,0.5754560530679934,416,489.5276170436612
200,1,0.43312101910828027,347,408.33193056286166
200,2,0.8342967244701349,907,1067.3114150447132
200,3,0.11267605633802817,213,250.64755391899
200,4,1.0,18,21.181483429773802
