Iteration,Cluster,Jaccard,Observed_Subsample_Size,Equivalent_Full_Size
85,2,0.8980769230769231,995,1170.8653340347187
85,3,1.0,25,29.418726985796948
85,4,1.0,18,21.181483429773802
86,0,0.7056672760511883,389,457.75539189900053
86,1,0.4563662374821173,691,813.1336138874277
86,2,0.7703109327983951,778,915.5107837980011
86,3,1.0,24,28.24197790636507
86,4,1.0,19,22.35823250920568
87,0,0.8735042735042735,556,654.2724881641241
87,1,0.605427974947808,441,518.9463440294581
87,2,0.8421052631578947,863,1015.5344555497106
87,3,1.0,23,27.065228826933193
87,4,1.0,18,21.181483429773802
88,0,0.8111658456486043,556,654.2724881641241
88,1,0.5102040816326531,480,564.8395581273014
88,2,0.7183673469387755,705,829.6081009994739
88,3,1.0,27,31.772225144660705
88,4,0.0,133,156.50762756443976
89,0,0.7801652892561983,527,620.1467648605997
89,1,0.45171849427168576,560,658.9794844818516
89,2,0.7859327217125383,771,907.2735402419779
89,3,1.0,27,31.772225144660705
89,4,1.0,16,18.827985270910048
90,0,0.7445008460236887,478,562.4860599684376
90,1,0.46678321678321677,511,601.3187795896896
90,2,0.8273809523809523,867,1020.2414518674382
90,3,1.0,28,32.94897422409258
90,4,1.0,17,20.004734350341923
91,0,0.8385416666666666,514,604.8490268279853
91,1,0.6674311926605505,403,474.2298790110468
91,2,0.9207135777998018,945,1112.0278800631247
91,3,1.0,23,27.065228826933193
91,4,1.0,16,18.827985270910048
92,0,0.7854609929078015,473,556.6023145712783
92,1,0.5047619047619047,294,345.9642293529721
92,2,0.89171974522293,1092,1285.0099947396109
92,3,1.0,26,30.595476065228826
92,4,1.0,16,18.827985270910048
93,0,0.8071672354948806,520,611.9095213045766
93,1,0.5911949685534591,424,498.94160967911625
93,2,0.9022931206380858,919,1081.4324039978958
93,3,1.0,24,28.24197790636507
93,4,1.0,14,16.47448711204629
94,0,0.8664323374340949,522,614.2630194634403
94,1,0.5653846153846154,491,577.7837980010521
94,2,0.8330019880715706,847,996.7064702788007
94,3,1.0,23,27.065228826933193
94,4,1.0,18,21.181483429773802
95,0,0.8382838283828383,576,677.8074697527617
95,1,0.49809885931558934,457,537.7743293003682
95,2,0.8161838161838162,827,973.1714886901631
95,3,1.0,27,31.772225144660705
95,4,1.0,14,16.47448711204629
96,0,0.8230383973288815,548,644.8584955286691
96,1,0.5349716446124764,480,564.8395581273014
96,2,0.834510595358224,833,980.2319831667543
96,3,1.0,26,30.595476065228826
96,4,1.0,14,16.47448711204629
97,0,0.8774080560420315,542,637.7980010520779
97,1,0.5870841487279843,478,562.4860599684376
97,2,0.8374875373878365,843,991.9994739610731
97,3,1.0,23,27.065228826933193
97,4,1.0,15,17.65123619147817
98,0,0.8390596745027125,477,561.3093108890058
98,1,0.6556016597510373,468,550.7185691741189
98,2,0.8868110236220472,921,1083.7859021567597
98,3,1.0,20,23.53498158863756
98,4,1.0,15,17.65123619147817
99,0,0.8290155440414507,524,616.616517622304
99,1,0.5291666666666667,403,474.2298790110468
99,2,0.8592233009708737,927,1090.8463966333509
99,3,1.0,28,32.94897422409258
99,4,1.0,19,22.35823250920568
100,0,0.7560553633217993,469,551.8953182535507
100,1,0.4300168634064081,537,631.9142556549185
100,2,0.7955426356589147,852,1002.59021567596
100,3,1.0,27,31.772225144660705
100,4,1.0,16,18.827985270910048
101,0,0.8033898305084746,528,621.3235139400315
101,1,0.4717285945072698,570,670.7469752761705
101,2,0.7682186234817814,763,897.8595476065228
101,3,1.0,25,29.418726985796948
101,4,1.0,15,17.65123619147817
102,0,0.8938053097345132,529,622.5002630194634
102,1,0.5121951219512195,476,560.1325618095739
102,2,0.7976653696498055,857,1008.4739610731194
102,3,1.0,25,29.418726985796948
102,4,1.0,14,16.47448711204629
103,0,0.7929759704251387,429,504.8253550762756
103,1,0.6081081081081081,501,589.5512887953709
103,2,0.888560157790927,929,1093.1998947922145
103,3,1.0,26,30.595476065228826
103,4,1.0,16,18.827985270910048
104,0,0.8522920203735145,553,650.7422409258286
104,1,0.5293005671077504,483,568.3698053655971
104,2,0.8156312625250501,820,964.9342451341399
104,3,1.0,27,31.772225144660705
104,4,1.0,18,21.181483429773802
105,0,0.6660550458715596,366,430.6901630720673
105,1,0.5525812619502868,475,558.955812730142
105,2,0.9158699808795411,1021,1201.4608100999474
105,3,1.0,24,28.24197790636507
105,4,1.0,15,17.65123619147817
106,0,0.6234887737478411,382,449.5181483429773
106,1,0.4897196261682243,476,560.1325618095739
106,2,0.7945891783567134,811,954.343503419253
106,3,0.11214953271028037,214,251.8243029984219
106,4,1.0,18,21.181483429773802
107,0,0.7048300536672629,420,494.23461336138877
107,1,0.48443579766536965,435,511.8858495528669
107,2,0.8640595903165735,1004,1181.4560757496054
107,3,1.0,23,27.065228826933193
107,4,1.0,19,22.35823250920568
108,0,0.8270676691729323,440,517.7695949500263
108,1,0.6825726141078838,477,561.3093108890058
108,2,0.9313432835820895,945,1112.0278800631247
108,3,1.0,24,28.24197790636507
108,4,1.0,15,17.65123619147817
109,0,0.7953020134228188,530,623.6770120988954
109,1,0.45081967213114754,563,662.5097317201473
109,2,0.7607607607607607,764,899.0362966859547
109,3,1.0,26,30.595476065228826
109,4,1.0,18,21.181483429773802
110,0,0.6089850249584027,421,495.4113624408206
110,1,0.5058823529411764,437,514.2393477117307
110,2,0.814852492370295,806,948.4597580220936
110,3,0.1318181818181818,220,258.88479747501316
110,4,1.0,17,20.004734350341923
111,0,0.8421052631578947,554,651.9189900052604
111,1,0.6921052631578948,320,376.55970541820096
111,2,0.8682972718720602,983,1156.744345081536
111,3,1.0,25,29.418726985796948
111,4,1.0,19,22.35823250920568
112,0,0.8369175627240143,498,586.0210415570753
112,1,0.6894117647058824,397,467.16938453445556
112,2,0.928849902534113,966,1136.7396107311943
112,3,1.0,22,25.888479747501314
112,4,1.0,18,21.181483429773802
113,0,0.7544483985765125,451,530.7138348237769
113,1,0.538878842676311,527,620.1467648605997
113,2,0.8533464566929134,882,1037.8926880589163
113,3,1.0,23,27.065228826933193
113,4,1.0,18,21.181483429773802
114,0,0.6924398625429553,437,514.2393477117307
114,1,0.5484496124031008,472,555.4255654918463
114,2,0.9024390243902439,958,1127.3256180957392
114,3,1.0,22,25.888479747501314
114,4,1.0,12,14.120988953182534
115,0,0.8381112984822934,542,637.7980010520779
115,1,0.5068493150684932,440,517.7695949500263
115,2,0.8358061325420376,876,1030.832193582325
115,3,1.0,24,28.24197790636507
115,4,1.0,19,22.35823250920568
116,0,0.8595890410958904,548,644.8584955286691
116,1,0.47735191637630664,520,611.9095213045766
116,2,0.7729083665338645,789,928.4550236717516
116,3,1.0,25,29.418726985796948
116,4,1.0,19,22.35823250920568
117,0,0.761986301369863,489,575.4302998421883
117,1,0.5758196721311475,429,504.8253550762756
117,2,0.91991991991992,940,1106.1441346659653
117,3,1.0,24,28.24197790636507
117,4,1.0,19,22.35823250920568
118,0,0.8558394160583942,487,573.0768016833246
118,1,0.8021390374331551,349,410.68542872172543
118,2,0.9584541062801932,1023,1203.8143082588113
118,3,1.0,24,28.24197790636507
118,4,1.0,18,21.181483429773802
119,0,0.7840290381125227,441,518.9463440294581
119,1,0.5622775800711743,552,649.5654918463966
119,2,0.843469591226321,862,1014.3577064702788
119,3,1.0,26,30.595476065228826
119,4,1.0,20,23.53498158863756
120,0,0.8434343434343434,560,658.9794844818516
120,1,0.4444444444444444,586,689.5749605470804
120,2,0.7139979859013091,714,840.1988427143608
120,3,1.0,23,27.065228826933193
120,4,1.0,18,21.181483429773802
121,0,0.8818493150684932,558,656.625986322988
121,1,0.4437194127243067,564,663.6864807995792
121,2,0.7222222222222222,738,868.440820620726
121,3,1.0,23,27.065228826933193
121,4,1.0,18,21.181483429773802
122,0,0.6375,390,458.93214097843236
122,1,0.5154471544715448,586,689.5749605470804
122,2,0.8711288711288712,885,1041.422935297212
122,3,1.0,26,30.595476065228826
122,4,1.0,14,16.47448711204629
123,0,0.811965811965812,514,604.8490268279853
123,1,0.47884940778341795,540,635.444502893214
123,2,0.785140562248996,802,943.7527617043662
123,3,1.0,28,32.94897422409258
123,4,1.0,17,20.004734350341923
124,0,0.7891156462585034,504,593.0815360336666
124,1,0.49155405405405406,545,641.3282482903735
124,2,0.8160569105691057,812,955.5202524986848
124,3,1.0,25,29.418726985796948
124,4,1.0,15,17.65123619147817
125,0,0.7304832713754646,399,469.52288269331933
125,1,0.5892857142857143,464,546.0115728563914
125,2,0.9080459770114943,999,1175.572330352446
125,3,1.0,22,25.888479747501314
125,4,1.0,17,20.004734350341923
126,0,0.8333333333333334,529,622.5002630194634
126,1,0.52734375,448,527.1835875854813
126,2,0.834307992202729,883,1039.0694371383483
126,3,1.0,24,28.24197790636507
126,4,1.0,17,20.004734350341923
127,0,0.8308270676691729,447,526.0068385060495
127,1,0.7043879907621247,405,476.5833771699106
127,2,0.925,1005,1182.6328248290374
127,3,1.0,28,32.94897422409258
127,4,1.0,16,18.827985270910048
128,0,0.8783068783068783,517,608.3792740662809
128,1,0.5368782161234992,568,668.3934771173067
128,2,0.7776659959758552,779,916.6875328774329
128,3,1.0,24,28.24197790636507
128,4,1.0,13,15.297738032614413
129,0,0.7666666666666667,465,547.1883219358233
129,1,0.49917627677100496,577,678.9842188321935
129,2,0.8158953722334004,819,963.7574960547081
129,3,1.0,24,28.24197790636507
129,4,1.0,16,18.827985270910048
130,0,0.8290155440414507,521,613.0862703840085
130,1,0.48939929328621906,524,616.616517622304
130,2,0.8045862412761715,811,954.343503419253
130,3,1.0,27,31.772225144660705
130,4,1.0,18,21.181483429773802
131,0,0.7716390423572744,432,508.3556023145713
131,1,0.5316239316239316,559,657.8027354024198
131,2,0.8125,866,1019.0647027880063
131,3,1.0,27,31.772225144660705
131,4,1.0,17,20.004734350341923
132,0,0.7590579710144928,429,504.8253550762756
132,1,0.6394422310756972,494,581.3140452393477
132,2,0.9108910891089109,939,1104.9673855865333
132,3,1.0,22,25.888479747501314
132,4,1.0,17,20.004734350341923
133,0,0.7839721254355401,489,575.4302998421883
