Iteration,ARI,NMI,PCA_Components,Explained_Variance
187,0.7055018792924669,0.6419269599852029,19,0.9039684625851259
188,0.6768866074926962,0.6501593622105382,19,0.9026079096566023
189,0.639521457585626,0.6109555156884005,19,0.903806843555276
190,0.7832057962432967,0.7137630939611223,19,0.9031799804081154
191,0.5710860254246324,0.642728332951252,19,0.9041519443756306
192,0.7991301002936295,0.717805988177496,19,0.9046615972439676
193,0.5308089240645761,0.5688463626949266,19,0.903488833034852
194,0.5538953985154818,0.5559744963389782,19,0.9034025389939332
195,0.6528775949735373,0.6157456582859285,19,0.9084155903392154
196,0.5981899583071651,0.6315189810444798,19,0.9024769953982469
197,0.5731802337394841,0.6121440134584251,19,0.9032034451780888
198,0.7842522372401147,0.7058033739621217,19,0.9026757317226687
199,0.5573561451963689,0.5358237348293329,19,0.9026806561248152
200,0.6229219675545716,0.563232312820417,19,0.9102816058245551
